_id	date	site	parameter	index_value	description	health_advisory	health_effects
11026	5/21/2017	Lawrenceville 2	CO	3	Good		
27188	4/30/2019	Lawrenceville 2	CO	3	Good		
73674	10/11/2023	Parkway East	PM25_640	22	Good		
12671	8/2/2017	Avalon	SO2	0	Good		
42971	3/26/2021	Flag Plaza	CO	43	Good		
67237	3/5/2023	Liberty 2	PM10	19	Good		
50868	2/1/2022	North Braddock	PM10_640	42	Good		
22096	9/24/2018	Parkway East	NO2	5	Good		
41938	2/3/2021	Avalon	PM25T	22	Good		
17956	3/24/2018	Parkway East	NO2	22	Good		
71626	7/17/2023	Pittsburgh	NO2_500	7	Good		
23368	11/19/2018	Lawrenceville	PM25B	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
47723	11/1/2021	Glassport High Street	PM10	6	Good		
8192	1/13/2017	Flag Plaza	CO	0	Good		
17336	2/25/2018	Flag Plaza	CO	0	Good		
41067	12/23/2020	Flag Plaza	PM10	11	Good		
32117	11/15/2019	Avalon	PM25T	62	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
14677	10/30/2017	Avalon	PM25T	24	Good		
16422	1/15/2018	Lincoln	PM10	27	Good		
26415	3/29/2019	Avalon	PM25T	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
73967	10/24/2023	North Braddock	SO2	118	Unhealthy for Sensitive Groups	People with asthma should consider limiting outdoor exertion.	"Increasing likelihood of respiratory symptoms, such as chest tightness and breathing discomfort, in people with asthma."
37901	7/27/2020	Lincoln	PM25	55	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
31745	10/31/2019	Avalon	SO2	0	Good		
73493	10/3/2023	Lawrenceville	OZONE	44	Good		
27647	5/18/2019	Harrison Township	OZONE	49	Good		
56963	7/21/2022	North Braddock	PM10_640	31	Good		
7373	12/5/2016	Lawrenceville	PM25B	32	Good		
30296	9/3/2019	North Braddock	PM10B	38	Good		
4204	7/14/2016	Liberty 2	PM10	31	Good		
6808	11/8/2016	Liberty 2	PM25(2)	94	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
30843	9/25/2019	Lincoln	PM10	28	Good		
31676	10/28/2019	Lincoln	PM25	68	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
65789	1/23/2023	Parkway East	PM25_640	42	Good		
41705	1/22/2021	South Fayette	OZONE	31	Good		
21530	8/30/2018	Flag Plaza	CO	0	Good		
30582	9/14/2019	Lawrenceville	PM25B	33	Good		
23342	11/18/2018	Lawrenceville 2	SO2	3	Good		
33914	1/30/2020	Avalon	PM25T	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
72971	9/10/2023	Parkway East	PM25_640	25	Good		
19004	5/9/2018	Lawrenceville	PM25B	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
4319	7/20/2016	Lawrenceville 2	CO	3	Good		
9059	2/23/2017	Lincoln	PM25	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
70344	5/24/2023	Avalon	PM25_640	61	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
74579	11/20/2023	Lawrenceville	OZONE	21	Good		
26293	3/25/2019	Flag Plaza	CO	0	Good		
58984	9/9/2022	Parkway East	NO2	9	Good		
40861	12/12/2020	Liberty 2	PM10	42	Good		
23045	11/5/2018	Lawrenceville 2	SO2	1	Good		
75030	12/7/2023	Clairton	PM25_640	29	Good		
82783	10/21/2024	North Braddock	PM10_640	41	Good		
76139	1/24/2024	Glassport High Street	PM10	42	Good		
19754	6/11/2018	North Braddock	PM10B	19	Good		
33744	1/22/2020	Liberty 2	PM25T	82	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22164	9/27/2018	Lawrenceville 2	SO2	1	Good		
50359	1/17/2022	Parkway East	CO	3	Good		
17195	2/18/2018	Lawrenceville	PM25B	47	Good		
69707	5/7/2023	South Fayette	OZONE	36	Good		
8409	1/23/2017	Lawrenceville 2	SO2	1	Good		
71705	7/20/2023	Avalon	PM25_640	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
26147	3/19/2019	Parkway East	NO2	35	Good		
54856	5/21/2022	Harrison Township	OZONE	42	Good		
31720	10/30/2019	Lincoln	PM25	48	Good		
61884	10/27/2022	Lawrenceville 2	SO2	1	Good		
68314	4/5/2023	South Fayette	OZONE	35	Good		
43806	5/5/2021	Parkway East	PM25T	21	Good		
65708	1/21/2023	Lawrenceville	OZONE	21	Good		
76138	1/24/2024	South Fayette	OZONE	23	Good		
6174	10/11/2016	North Braddock	SO2	10	Good		
16404	1/14/2018	Lincoln	PM10	27	Good		
31038	10/2/2019	Liberty 2	PM10	47	Good		
8216	1/14/2017	Flag Plaza	PM10	13	Good		
23865	12/10/2018	Lawrenceville	OZONE	23	Good		
3682	6/20/2016	North Braddock	PM10B	33	Good		
28851	7/7/2019	Harrison Township	NO2	6	Good		
4417	7/24/2016	North Braddock	PM10B	25	Good		
24545	1/10/2019	Parkway East	PM25T	17	Good		
4982	8/19/2016	Avalon	SO2	0	Good		
13429	9/5/2017	Glassport High Street	PM10	22	Good		
13626	9/14/2017	Liberty 2	PM10	10	Good		
17148	2/16/2018	Parkway East	CO	6	Good		
24152	12/23/2018	South Fayette	SO2	1	Good		
25023	1/31/2019	Parkway East	PM25T	32	Good		
8797	2/11/2017	Lawrenceville	OZONE	30	Good		
17339	2/25/2018	Avalon	PM25T	20	Good		
60758	10/12/2022	Lawrenceville 2	SO2	2	Good		
68080	3/29/2023	North Braddock	CO	4	Good		
32718	12/9/2019	Harrison Township	OZONE	21	Good		
60491	10/7/2022	North Braddock	PM25_640	32	Good		
4921	8/16/2016	Avalon	PM25T	36	Good		
25527	2/21/2019	Lincoln	PM25	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
36614	5/31/2020	Harrison Township	OZONE	37	Good		
50529	1/22/2022	Pittsburgh	PM10_640	8	Good		
36160	5/10/2020	Parkway East	NO2	11	Good		
794	2/8/2016	North Braddock	SO2	23	Good		
6728	11/5/2016	Lincoln	PM10	25	Good		
24011	12/17/2018	Avalon	SO2	0	Good		
35657	4/17/2020	Glassport High Street	PM10	15	Good		
55020	5/26/2022	North Braddock	PM10_640	20	Good		
11261	6/1/2017	Glassport High Street	PM10	15	Good		
12714	8/4/2017	Lawrenceville	OZONE	44	Good		
77240	3/7/2024	Harrison Township	NO2	11	Good		
68712	4/13/2023	Parkway East	NO2	37	Good		
34984	3/18/2020	Lawrenceville 2	SO2	2	Good		
45912	8/14/2021	Lawrenceville 2	CO	2	Good		
27214	5/1/2019	Harrison Township	NO2	12	Good		
32750	12/10/2019	Parkway East	CO	5	Good		
41843	1/29/2021	Parkway East	PM25T	26	Good		
6996	11/17/2016	Lawrenceville 2	SO2	5	Good		
29895	8/17/2019	West Mifflin	SO2	7	Good		
7839	12/27/2016	Lincoln	PM25	37	Good		
44698	6/16/2021	Avalon	PM25T	20	Good		
23810	12/8/2018	South Fayette	SO2	1	Good		
1408	3/8/2016	Lawrenceville	PM25B	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
32571	12/3/2019	Lawrenceville 2	SO2	0	Good		
23128	11/8/2018	Liberty	SO2	6	Good		
72786	9/2/2023	Pittsburgh	PM25_640	40	Good		
10386	4/23/2017	North Braddock	PM10B	7	Good		
26467	4/1/2019	Flag Plaza	CO	0	Good		
8235	1/15/2017	Avalon	PM25T	60	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
8754	2/9/2017	Liberty	SO2	3	Good		
79452	6/12/2024	North Braddock	PM25_640	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
19673	6/8/2018	Avalon	PM25T	66	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
55784	6/18/2022	Lawrenceville	OZONE	34	Good		
47521	10/26/2021	North Braddock	PM10B	32	Good		
1631	3/18/2016	South Fayette	SO2	1	Good		
30380	9/6/2019	North Braddock	PM10B	19	Good		
62511	11/3/2022	North Braddock	CO	8	Good		
20555	7/17/2018	Parkway East	NO2	17	Good		
71236	6/30/2023	Avalon	PM25_640	133	Unhealthy for Sensitive Groups	"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion."	"Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
40971	12/18/2020	Liberty 2	PM10	9	Good		
3958	7/3/2016	Flag Plaza	PM10	16	Good		
75753	1/7/2024	Glassport High Street	PM10	8	Good		
35814	4/24/2020	Lawrenceville	OZONE	40	Good		
69269	4/27/2023	North Braddock	PM25_640	40	Good		
46449	9/9/2021	Pittsburgh	PM10_640	17	Good		
28856	7/7/2019	Glassport High Street	PM10	14	Good		
40583	11/28/2020	Avalon	PM25T	41	Good		
78768	5/16/2024	Parkway East	NO2	18	Good		
80603	7/27/2024	Parkway East	CO	8	Good		
47570	10/27/2021	Liberty 2	PM10	6	Good		
35562	4/13/2020	Avalon	SO2	0	Good		
25953	3/10/2019	Parkway East	NO2	11	Good		
30102	8/26/2019	Clairton	SO2	3	Good		
9421	3/10/2017	Liberty 2	PM10	8	Good		
11374	6/6/2017	Harrison Township	NO2	5	Good		
13318	8/31/2017	Liberty 2	PM25(2)	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
17001	2/9/2018	Liberty 2	PM10	24	Good		
10458	4/26/2017	North Braddock	PM10B	23	Good		
34132	2/8/2020	North Braddock	SO2	0	Good		
66517	2/14/2023	Pittsburgh	PM10_640	22	Good		
7813	12/25/2016	North Braddock	PM10B	15	Good		
79867	7/1/2024	Pittsburgh	NO2_500	10	Good		
37984	7/31/2020	Lawrenceville 2	CO	2	Good		
38517	8/24/2020	Flag Plaza	PM10	16	Good		
43443	4/18/2021	South Fayette	SO2	0	Good		
81704	9/5/2024	Liberty 2	PM25_640	23	Good		
22404	10/8/2018	Harrison Township	NO2	13	Good		
44797	6/21/2021	North Braddock	CO	10	Good		
10592	5/2/2017	Lincoln	PM10	23	Good		
34268	2/14/2020	Lincoln	PM25	19	Good		
81392	8/26/2024	Lawrenceville 2	CO	5	Good		
47568	10/27/2021	Lawrenceville 2	CO	3	Good		
75284	12/18/2023	Clairton	PM25_640	16	Good		
9554	3/16/2017	Lawrenceville	OZONE	41	Good		
60095	10/2/2022	Harrison Township	NO2	2	Good		
4408	7/24/2016	Liberty 2	PM10	22	Good		
29445	7/30/2019	Liberty 2	PM10	32	Good		
50304	1/15/2022	Glassport High Street	PM10	6	Good		
67537	3/14/2023	Clairton	PM25_640	16	Good		
13095	8/21/2017	Lincoln	PM10	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
700	2/3/2016	North Braddock	SO2	3	Good		
15806	12/19/2017	North Braddock	SO2	1	Good		
15384	12/1/2017	Avalon	SO2	1	Good		
7193	11/26/2016	Lawrenceville 2	CO	2	Good		
42593	3/8/2021	Harrison Township	OZONE	36	Good		
74580	11/20/2023	South Fayette	OZONE	20	Good		
38740	9/3/2020	Avalon	SO2	0	Good		
23314	11/16/2018	Liberty 2	PM25T	38	Good		
39206	9/24/2020	Lawrenceville 2	SO2	3	Good		
33937	1/31/2020	Glassport High Street	PM10	15	Good		
25695	2/28/2019	Glassport High Street	PM10	14	Good		
27562	5/15/2019	South Fayette	OZONE	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
82435	10/5/2024	Glassport High Street	PM10	32	Good		
10034	4/7/2017	Parkway East	NO2	14	Good		
81380	8/26/2024	Pittsburgh	NO2_500	17	Good		
42408	2/27/2021	Flag Plaza	PM10	15	Good		
9066	2/23/2017	Lincoln	PM10	45	Good		
24409	1/4/2019	Liberty 2	PM25T	82	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
72115	8/6/2023	Parkway East	PM25_640	56	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
46217	8/29/2021	Avalon	PM25T	47	Good		
71193	6/29/2023	Lawrenceville 2	CO	15	Good		
25898	3/8/2019	Parkway East	NO2	31	Good		
73242	9/23/2023	Lawrenceville	OZONE	25	Good		
9172	2/28/2017	Parkway East	CO	5	Good		
61582	10/23/2022	Liberty 2	PM25T	59	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
22547	10/14/2018	Liberty	SO2	7	Good		
46607	9/16/2021	Parkway East	CO	9	Good		
1093	2/22/2016	North Braddock	SO2	7	Good		
75869	1/12/2024	Harrison Township	NO2	17	Good		
70800	6/12/2023	Parkway East	NO2	13	Good		
15690	12/14/2017	Lincoln	PM25	49	Good		
104	1/5/2016	Parkway East	PM25T	46	Good		
48465	11/21/2021	Avalon	PM25T	49	Good		
9854	3/30/2017	Liberty 2	PM10	6	Good		
30442	9/8/2019	Lawrenceville	PM25B	52	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
27591	5/16/2019	Parkway East	PM25T	50	Good		
82625	10/13/2024	Pittsburgh	PM10_640	29	Good		
24350	1/1/2019	Parkway East	PM25T	18	Good		
20004	6/22/2018	Liberty 2	PM10	11	Good		
59112	9/13/2022	Lawrenceville 2	SO2	3	Good		
36972	6/15/2020	Flag Plaza	PM10	10	Good		
76299	1/30/2024	Harrison Township	NO2	17	Good		
15763	12/17/2017	Lincoln	PM10	35	Good		
24226	12/27/2018	Parkway East	CO	11	Good		
15360	11/30/2017	Flag Plaza	CO	0	Good		
77325	3/11/2024	Parkway East	NO2	12	Good		
55097	5/28/2022	Avalon	PM25T	31	Good		
19357	5/25/2018	Lawrenceville 2	SO2	6	Good		
39079	9/19/2020	Liberty	SO2	0	Good		
38956	9/13/2020	Liberty 2	PM25T	21	Good		
32444	11/28/2019	Liberty	SO2	0	Good		
4187	7/14/2016	Avalon	PM25T	37	Good		
37491	7/8/2020	Avalon	PM25T	50	Good		
3871	6/29/2016	North Braddock	PM10B	24	Good		
4563	7/31/2016	Liberty	SO2	6	Good		
61462	10/22/2022	Liberty	SO2	40	Good		
82722	10/18/2024	Liberty 2	PM10_640	22	Good		
7560	12/13/2016	Lawrenceville	PM25B	63	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
36757	6/6/2020	Lawrenceville	OZONE	51	Moderate	Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.	Unusually sensitive individuals may experience respiratory symptoms.
82969	10/30/2024	Pittsburgh	NO2_500	27	Good		
26273	3/24/2019	Lincoln	PM10	34	Good		
23312	11/16/2018	Avalon	SO2	0	Good		
59401	9/21/2022	Harrison Township	NO2	12	Good		
27685	5/20/2019	Lincoln	PM25	46	Good		
62713	11/6/2022	South Fayette	OZONE	32	Good		
53463	4/12/2022	South Fayette	OZONE	44	Good		
14709	10/31/2017	Harrison Township	NO2	13	Good		
7189	11/26/2016	Parkway East	CO	7	Good		
17209	2/19/2018	Liberty	SO2	33	Good		
57138	7/25/2022	Liberty 2	PM10	20	Good		
80644	7/29/2024	Parkway East	CO	15	Good		
44573	6/10/2021	North Braddock	CO	3	Good		
1526	3/13/2016	Parkway East	NO2	15	Good		
44411	6/3/2021	Lawrenceville 2	CO	2	Good		
30194	8/29/2019	Lincoln	PM25	53	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
53268	4/8/2022	North Braddock	SO2	3	Good		
39458	10/6/2020	South Fayette	SO2	0	Good		
12569	7/29/2017	Glassport High Street	PM10	14	Good		
67787	3/20/2023	Clairton	PM25_640	25	Good		
48089	11/10/2021	Lawrenceville 2	SO2	2	Good		
75768	1/8/2024	Liberty 2	PM10_640	18	Good		
3352	6/5/2016	Lincoln	PM25	58	Moderate	Unusually sensitive people should consider reducing prolonged or heavy exertion.	"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
